OBJECTID,GEOID10,CTBG10,CT10,AreaSqMil,LABEL,FIP10,FIP10RV,CDP_NAME,CITYNAME,COMMNAME,ShapeSTAre,ShapeSTLen,to_int_GEO,GEOID_int,to_int_g_1,geo_id_str,nat_prop,DECENNIALS,DECENNIA_1,DECENNIA_2,DECENNIA_3,DECENNIA_4,Hub distan,Hub dist_1,Hub dist_2,Hub dist_3,Hub dist_4,Hub dist_5,Hub dist_6,Hub dist_7,Hub dist_8,Hub dist_9,Hub dist10,Hub dist11,Hub dist12,Hub dist13,Hub dist14,Hub dist15,Hub dist16,Hub dist17,Hub dist18,Hub dist19,Hub dist20,Hub dist21,Hub dist22,NUMEXITS,PB
"4253","060375310003","5310003","531000",0.222400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,6201050.377929687500000,15224.793961071933154,,,"60375310003","60375310003",709.009,"Block Group 3, Census Tract 5310, Los Angeles County, California","2337","768","1569",,"4253","5310003","531000",0.222400000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,6201050.377929687500000,15224.793961071933154,,,"60375310003","60375310003","Block Group 3, Census Tract 5310, Los Angeles County, California","2337","768","1569",,Long Beach Fwy,0.303384192324365,28.000000000000000,2426.904
"4254","060375310002","5310002","531000",0.063500000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1769713.187500000000000,5783.913633216312519,,,"60375310002","60375310002",367.584,"Block Group 2, Census Tract 5310, Los Angeles County, California","921","327","594",,"4254","5310002","531000",0.063500000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1769713.187500000000000,5783.913633216312519,,,"60375310002","60375310002","Block Group 2, Census Tract 5310, Los Angeles County, California","921","327","594",,Pomona Fwy,0.399114151090613,12.000000000000000,930.285
"4255","060375309013","5309013","530901",0.053600000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1495307.740234375000000,6459.704426315835917,,,"60375309013","60375309013",1505.840,"Block Group 3, Census Tract 5309.01, Los Angeles County, California","1188","417","771",,"4255","5309013","530901",0.053600000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1495307.740234375000000,6459.704426315835917,,,"60375309013","60375309013","Block Group 3, Census Tract 5309.01, Los Angeles County, California","1188","417","771",,I- 10,1.267541857572425,10.000000000000000,1193.084
"4256","060375309011","5309011","530901",0.055100000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1534981.884765625000000,6524.829124926965960,,,"60375309011","60375309011",1165.949,"Block Group 1, Census Tract 5309.01, Los Angeles County, California","1049","366","683",,"4256","5309011","530901",0.055100000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1534981.884765625000000,6524.829124926965960,,,"60375309011","60375309011","Block Group 1, Census Tract 5309.01, Los Angeles County, California","1049","366","683",,Pomona Fwy,1.111485761363286,12.000000000000000,1062.392
"4257","060375308011","5308011","530801",0.045400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1265931.330078125000000,4739.002152887241209,,,"60375308011","60375308011",1085.749,"Block Group 1, Census Tract 5308.01, Los Angeles County, California","1290","506","784",,"4257","5308011","530801",0.045400000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1265931.330078125000000,4739.002152887241209,,,"60375308011","60375308011","Block Group 1, Census Tract 5308.01, Los Angeles County, California","1290","506","784",,I- 10,0.841666151138769,4.000000000000000,1212.301
"4507","060375316023","5316023","531602",0.074300000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2071858.455078125000000,6374.937220769531450,,,"60375316023","60375316023",1176.038,"Block Group 3, Census Tract 5316.02, Los Angeles County, California","1740","610","1130",,"4507","5316023","531602",0.074300000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2071858.455078125000000,6374.937220769531450,,,"60375316023","60375316023","Block Group 3, Census Tract 5316.02, Los Angeles County, California","1740","610","1130",,Santa Ana Fwy,0.675883716656872,14.000000000000000,1766.228
"4913","060375303021","5303021","530302",0.099900000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2786086.679687500000000,7701.236765110845226,,,"60375303021","60375303021",428.278,"Block Group 1, Census Tract 5303.02, Los Angeles County, California","996","285","711",,"4913","5303021","530302",0.099900000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2786086.679687500000000,7701.236765110845226,,,"60375303021","60375303021","Block Group 1, Census Tract 5303.02, Los Angeles County, California","996","285","711",,Pomona Fwy,0.429998350713327,39.000000000000000,996.000
"4915","060374820011","4820011","482001",0.893500000000000,BG 1,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,24910347.844726562500000,28769.635706912238675,,,"60374820011","60374820011",1100.235,"Block Group 1, Census Tract 4820.01, Los Angeles County, California","1730","338","1392",,"4915","4820011","482001",0.893500000000000,BG 1,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,24910347.844726562500000,28769.635706912238675,,,"60374820011","60374820011","Block Group 1, Census Tract 4820.01, Los Angeles County, California","1730","338","1392",,Long Beach Fwy,0.635973720050443,42.000000000000000,1770.784
"4940","060372039002","2039002","203900",0.058100000000000,BG 2,"44000","44000",Los Angeles,Los Angeles,LA City - Boyle Heights,1618473.226562500000000,6496.447108751094675,,,"60372039002","60372039002",187.789,"Block Group 2, Census Tract 2039, Los Angeles County, California","790","240","550",,"4940","2039002","203900",0.058100000000000,BG 2,"44000","44000",Los Angeles,Los Angeles,LA City - Boyle Heights,1618473.226562500000000,6496.447108751094675,,,"60372039002","60372039002","Block Group 2, Census Tract 2039, Los Angeles County, California","790","240","550",,Pomona Fwy,0.237708216402720,9.000000000000000,786.606
"5122","060375304001","5304001","530400",0.132600000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3696570.007812500000000,8106.537779705307003,,,"60375304001","60375304001",632.743,"Block Group 1, Census Tract 5304, Los Angeles County, California","1429","561","868",,"5122","5304001","530400",0.132600000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3696570.007812500000000,8106.537779705307003,,,"60375304001","60375304001","Block Group 1, Census Tract 5304, Los Angeles County, California","1429","561","868",,Pomona Fwy,0.442787277192175,16.000000000000000,1440.662
"5333","060375319022","5319022","531902",0.129000000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3596647.375976562500000,8904.510662382306691,,,"60375319022","60375319022",1759.544,"Block Group 2, Census Tract 5319.02, Los Angeles County, California","1890","589","1301",,"5333","5319022","531902",0.129000000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3596647.375976562500000,8904.510662382306691,,,"60375319022","60375319022","Block Group 2, Census Tract 5319.02, Los Angeles County, California","1890","589","1301",,W Whittier Blvd,0.930975573819032,44.000000000000000,1890.000
"5398","060375320011","5320011","532001",0.113700000000000,BG 1,"48816","48816",Montebello,Montebello,City of Montebello,3170190.085937500000000,8686.803129280309804,,,"60375320011","60375320011",313.622,"Block Group 1, Census Tract 5320.01, Los Angeles County, California","1535","481","1054",,"5398","5320011","532001",0.113700000000000,BG 1,"48816","48816",Montebello,Montebello,City of Montebello,3170190.085937500000000,8686.803129280309804,,,"60375320011","60375320011","Block Group 1, Census Tract 5320.01, Los Angeles County, California","1535","481","1054",,W Whittier Blvd,0.204313691551438,20.000000000000000,1577.134
"5531","060374820012","4820012","482001",0.244900000000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,6828271.073242187500000,14151.011300276195470,,,"60374820012","60374820012",244.980,"Block Group 2, Census Tract 4820.01, Los Angeles County, California","686","112","574",,"5531","4820012","482001",0.244900000000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,6828271.073242187500000,14151.011300276195470,,,"60374820012","60374820012","Block Group 2, Census Tract 4820.01, Los Angeles County, California","686","112","574",,I- 10,0.357114125751546,38.000000000000000,726.660
"5705","060374820022","4820022","482002",0.201200000000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,5609817.905273437500000,17838.824826637664955,,,"60374820022","60374820022",1858.296,"Block Group 2, Census Tract 4820.02, Los Angeles County, California","2309","594","1715",,"5705","4820022","482002",0.201200000000000,BG 2,"48914","48914",Monterey Park,Monterey Park,City of Monterey Park,5609817.905273437500000,17838.824826637664955,,,"60374820022","60374820022","Block Group 2, Census Tract 4820.02, Los Angeles County, California","2309","594","1715",,Pomona Fwy,0.804805758875064,19.000000000000000,2323.416
"5712","060375303022","5303022","530302",0.087000000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2426584.029296875000000,7536.526922244035632,,,"60375303022","60375303022",2182.656,"Block Group 2, Census Tract 5303.02, Los Angeles County, California","2380","813","1567",,"5712","5303022","530302",0.087000000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2426584.029296875000000,7536.526922244035632,,,"60375303022","60375303022","Block Group 2, Census Tract 5303.02, Los Angeles County, California","2380","813","1567",,Pomona Fwy,0.917082527083829,24.000000000000000,2380.000
"5744","060375315023","5315023","531502",0.023000000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,640707.276367187500000,3254.979587172368610,,,"60375315023","60375315023",233.047,"Block Group 3, Census Tract 5315.02, Los Angeles County, California","623","244","379",,"5744","5315023","531502",0.023000000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,640707.276367187500000,3254.979587172368610,,,"60375315023","60375315023","Block Group 3, Census Tract 5315.02, Los Angeles County, California","623","244","379",,Long Beach Fwy,0.374071940819110,12.000000000000000,634.680
"6298","060375306012","5306012","530601",0.116700000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3253271.787109375000000,10395.994392666862041,,,"60375306012","60375306012",813.918,"Block Group 2, Census Tract 5306.01, Los Angeles County, California","959","318","641",,"6298","5306012","530601",0.116700000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3253271.787109375000000,10395.994392666862041,,,"60375306012","60375306012","Block Group 2, Census Tract 5306.01, Los Angeles County, California","959","318","641",,San Bernardino Fwy,0.848714920879337,30.000000000000000,959.000
"6299","060375308012","5308012","530801",0.053400000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1489606.331054687500000,6323.716007946481113,,,"60375308012","60375308012",469.072,"Block Group 2, Census Tract 5308.01, Los Angeles County, California","1131","411","720",,"6299","5308012","530801",0.053400000000000,BG 2,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1489606.331054687500000,6323.716007946481113,,,"60375308012","60375308012","Block Group 2, Census Tract 5308.01, Los Angeles County, California","1131","411","720",,I- 10,0.414740770210534,11.000000000000000,1141.434
"6300","060375308013","5308013","530801",0.126300000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3520892.194335937500000,12515.246957455463416,,,"60375308013","60375308013",372.807,"Block Group 3, Census Tract 5308.01, Los Angeles County, California","1723","584","1139",,"6300","5308013","530801",0.126300000000000,BG 3,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3520892.194335937500000,12515.246957455463416,,,"60375308013","60375308013","Block Group 3, Census Tract 5308.01, Los Angeles County, California","1723","584","1139",,I- 10,0.216370807376980,28.000000000000000,1798.363
"6315","060375308021","5308021","530802",0.121500000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3386986.991210937500000,10093.655460319179838,,,"60375308021","60375308021",1122.300,"Block Group 1, Census Tract 5308.02, Los Angeles County, California","1794","630","1164",,"6315","5308021","530802",0.121500000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,3386986.991210937500000,10093.655460319179838,,,"60375308021","60375308021","Block Group 1, Census Tract 5308.02, Los Angeles County, California","1794","630","1164",,I- 10,0.625585333517041,14.000000000000000,1794.639
"6316","060375309021","5309021","530902",0.080500000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2242915.756835937500000,7470.099147769145929,,,"60375309021","60375309021",1878.051,"Block Group 1, Census Tract 5309.02, Los Angeles County, California","1687","665","1022",,"6316","5309021","530902",0.080500000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2242915.756835937500000,7470.099147769145929,,,"60375309021","60375309021","Block Group 1, Census Tract 5309.02, Los Angeles County, California","1687","665","1022",,I- 10,1.113249231271215,16.000000000000000,1721.784
"6317","060375306011","5306011","530601",0.103900000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2895711.531250000000000,8899.027951432884947,,,"60375306011","60375306011",538.741,"Block Group 1, Census Tract 5306.01, Los Angeles County, California","2071","700","1371",,"6317","5306011","530601",0.103900000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,2895711.531250000000000,8899.027951432884947,,,"60375306011","60375306011","Block Group 1, Census Tract 5306.01, Los Angeles County, California","2071","700","1371",,I- 10,0.260135813368184,24.000000000000000,2148.232
"6318","060375306021","5306021","530602",0.256200000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,7142803.125976562500000,14385.087169361482665,,,"60375306021","60375306021",950.659,"Block Group 1, Census Tract 5306.02, Los Angeles County, California","1357","416","941",,"6318","5306021","530602",0.256200000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,7142803.125976562500000,14385.087169361482665,,,"60375306021","60375306021","Block Group 1, Census Tract 5306.02, Los Angeles County, California","1357","416","941",,I- 10,0.700559268413480,32.000000000000000,1420.071
"6319","060375311011","5311011","531101",0.054000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1506792.947265625000000,5554.055609196586374,,,"60375311011","60375311011",265.448,"Block Group 1, Census Tract 5311.01, Los Angeles County, California","839","307","532",,"6319","5311011","531101",0.054000000000000,BG 1,"20802","99037",East Los Angeles,Unincorporated,LA County - East Los Angeles,1506792.947265625000000,5554.055609196586374,,,"60375311011","60375311011","Block Group 1, Census Tract 5311.01, Los Angeles County, California","839","307","532",,State Rte 60,0.316386495630684,13.000000000000000,852.891
